startup_name,description,funding_amount,industry,location,employees,website,founders,founder_emails,founder_linkedin,source,batch
Atlys,"Atlys makes it fast for anyone to get a visa.


ImmigrationTravel

**Quick facts:**

📍HQ: San Francisco Bay Area, California, USA


11-50 employeesFounded: 2020

**Funding:**

Andreessen Horowitz Sequoia Accel$20M Series B in 2024

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/getatlys/)

[Check company site 📌](https://www.atlys.com/?utm_source=topstartups.io)

[View Jobs](https://careers.atlys.com/?utm_source=topstartups.io)

[![Story Protocol startup company logo](h",$20M,,"San Francisco Bay Area, California, USA",50,https://www.atlys.com/,,,,topstartups.io,
Story Protocol,"Creator of web3 technology that aims to change the way narrative universes are formed


Crypto

**Quick facts:**

📍HQ: Remote


11-50 employeesFounded: 2022

**Funding:**

Andreessen Horowitz$80M Series B in 2024

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/story-protocol/)

[Check company site 📌](https://www.story.foundation/?utm_source=topstartups.io)

[View Jobs](https://jobs.lever.co/storyprotocol?utm_source=topstartups.io)

[![Cents startup company logo](https:",$80M,,Remote,50,https://www.story.foundation/,,,,topstartups.io,
Cents,"Laundry and dry cleaning business management system


SaaS

**Quick facts:**

📍HQ: New York, New York, USA


51-100 employeesFounded: 2019

**Funding:**

Bessemer$40M Series B in 2024

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/trycents)

[Check company site 📌](https://www.trycents.com/?utm_source=topstartups.io)

[View Jobs](https://jobs.lever.co/cents/?utm_source=topstartups.io)",$40M,SaaS,"New York, New York, USA",100,https://www.trycents.com/,,,,topstartups.io,
Claim,"Discover your new favorite things, earn cash back, and share the benefits with friends


Consumer Social E-Commerce

**Quick facts:**

📍HQ: Boston, Massachusetts, USA


1-10 employeesFounded: 2021

**Funding:**

Sequoia$4M Seed in 2023

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/claim-co/)

[Check company site 📌](https://www.claim.co/?utm_source=topstartups.io)

[View Jobs](https://claimco.notion.site/Joining-Claim-d44d1800b5924fe2a7da22326ce34743?utm_source=topsta",$4M,E-Commerce,"Boston, Massachusetts, USA",10,https://www.claim.co/,,,,topstartups.io,
SeatGeek,"SeatGeek is a search engine for finding great deals to events like sports, concerts, & Broadway


SportsE-CommerceTicketing

**Quick facts:**

📍HQ: New York, New York, USA


501-1000 employeesFounded: 2009

**Funding:**

Accel$238M Series E in 2022$1.0B valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/seatgeek)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-SeatGeek-EI_IE478188.11,19.htm)

[Check company site 📌](http://www.seatgeek.com/?utm_source",$238M,E-Commerce,"New York, New York, USA",1000,http://www.seatgeek.com/,,,,topstartups.io,
MarqVision,"Helps brands remove counterfeits from online marketplaces through AI-powered platform


E-CommerceLegal Tech Artificial Intelligence

**Quick facts:**

📍HQ: Los Angeles, California, USA


51-100 employeesFounded: 2020

**Funding:**

Y Combinator$20M Series A in 2022

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/marqvision)

[Check company site 📌](http://www.marqvision.com/?utm_source=topstartups.io)

[View Jobs](https://www.linkedin.com/company/marqvision/jobs/?utm_s",$20M,"E-Commerce, Artificial Intelligence","Los Angeles, California, USA",100,http://www.marqvision.com/,,,,topstartups.io,
Whatnot,"Build livestreaming marketplace to buy and sell verified products


E-CommerceMarketplacesConsumer

**Quick facts:**

📍HQ: Remote


201-500 employeesFounded: 2019

**Funding:**

Andreessen Horowitz Y Combinator$260M Series D in 2022$3.7B valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/whatnot-inc)

[Read reviews ⭐](https://www.glassdoor.com/Reviews/Whatnot-Reviews-E5065998.htm)

[Check company site 📌](http://www.whatnot.com/?utm_source=topstartups.io)

[View Jobs",$260M,E-Commerce,Remote,500,http://www.whatnot.com/,,,,topstartups.io,
Fashinza,"Fashinza is a B2B manufacturing marketplace that solves apparel/fashion supply chain challenges.


FashionE-CommerceMarketplaces

**Quick facts:**

📍HQ: Gurgaon, India


101-200 employeesFounded: 2020

**Funding:**

Accel$60M Series B in 2022$45M valuation

**Take action:**

[See who works here 🤝](https://in.linkedin.com/company/fashinza)

[Read reviews ⭐](https://www.glassdoor.com/Reviews/Fashinza-Reviews-E3826921.htm)

[Check company site 📌](http://fashinza.com/?utm_source=topstartups.io)

[Vi",$60M,E-Commerce,"Gurgaon, India",200,http://fashinza.com/,,,,topstartups.io,
Faire,"Faire helps retail stores find products their customers are guaranteed to love.


E-CommerceMarketplacesRetail

**Quick facts:**

📍HQ: San Francisco Bay Area, California, USA


501-1000 employeesFounded: 2017

**Funding:**

SequoiaKhosla VenturesFounders FundY Combinator$416M Series G in 2022$12.6B valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/18013280)

[Read reviews ⭐](https://www.glassdoor.com/Reviews/Faire-Reviews-E1869758.htm)

[Check company site 📌](https",$416M,E-Commerce,"San Francisco Bay Area, California, USA",1000,https://faire.com/,,,,topstartups.io,
Selency,"Selency is a community platform specialising in pre-owned furniture and decor items.


E-Commerce Home Decor

**Quick facts:**

📍HQ: Paris, France


51-100 employeesFounded: 2014

**Funding:**

Accel$35M Series C in 2022$154M valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/brocante-lab)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-Selency-EI_IE2327250.11,18.htm)

[Check company site 📌](https://www.selency.fr/?utm_source=topstartups.io)

[View J",$35M,E-Commerce,"Paris, France",100,https://www.selency.fr/,,,,topstartups.io,
Rutter,"Building universal API for commerce data


E-Commerce Developer Tools

**Quick facts:**

📍HQ: Remote


11-50 employeesFounded: 2019

**Funding:**

Andreessen Horowitz Y Combinator$27M Series A in 2022

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/rutter/)

[Check company site 📌](https://www.rutterapi.com/?utm_source=topstartups.io)

[View Jobs](https://jobs.ashbyhq.com/rutter/?utm_source=topstartups.io)

[![Disco startup company logo](https://images.crunchbase.com/im",$27M,E-Commerce,Remote,50,https://www.rutterapi.com/,,,,topstartups.io,
Disco,"Help independent brands reach more customers at lower cost


E-Commerce Sales

**Quick facts:**

📍HQ: San Francisco Bay Area, California, USA


11-50 employeesFounded: 2020

**Funding:**

Bessemer Shopify$20M Series A in 2022

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/discotechnology/)

[Check company site 📌](https://www.disconetwork.com/?utm_source=topstartups.io)

[View Jobs](https://ats.rippling.com/careers-at-disco/jobs?utm_source=topstartups.io)

[![Cococart ",$20M,E-Commerce,"San Francisco Bay Area, California, USA",50,https://www.disconetwork.com/,,,,topstartups.io,
Cococart,"Empowers local businesses to sell online


SaaS E-Commerce

**Quick facts:**

📍HQ: Singapore, Singapore


11-50 employeesFounded: 2020

**Funding:**

Sequoia Y Combinator$4M Seed in 2022

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/cococart-co)

[Check company site 📌](https://www.cococart.co/?utm_source=topstartups.io)

[View Jobs](https://cococart.notion.site/Cococart-is-hiring-a4c6094b18ff4db49f24aa3d21945adf?utm_source=topstartups.io)

[![Fabric startup company l",$4M,"E-Commerce, SaaS","Singapore, Singapore",50,https://www.cococart.co/,,,,topstartups.io,
Fabric,"Fabric is the headless commerce platform purposebuilt for growth.


E-CommerceSaaS Marketing

**Quick facts:**

📍HQ: Seattle, Washington, USA


201-500 employeesFounded: 2017

**Funding:**

BessemerY Combinator$140M Series C in 2022$1.5B valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/teamfabric)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-fabric-EI_IE2947488.11,17.htm)

[Check company site 📌](http://fabric.inc/?utm_source=topstartups.io)

[Vi",$140M,"E-Commerce, SaaS","Seattle, Washington, USA",500,http://fabric.inc/,,,,topstartups.io,
Flexport,"Flexport is a licensed freight forwarder that uses people and software to manage the complexity of international trade.


LogisticsE-CommerceFreightSupply Chain

**Quick facts:**

📍HQ: San Francisco Bay Area, California, USA


1001-5000 employeesFounded: 2013

**Funding:**

Andreessen Horowitz Founders FundY Combinator$935M Series E in 2022$8.0B valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/flexport)

[Read reviews ⭐](https://www.glassdoor.com/Reviews/Flexport-",$935M,E-Commerce,"San Francisco Bay Area, California, USA",5000,http://flexport.com/,,,,topstartups.io,
Livspace,"Design, decorate and furnish your dream home.


E-CommerceInterior DesignDecor

**Quick facts:**

📍HQ: Bangalore, India


1001-5000 employeesFounded: 2012

**Funding:**

Bessemer$180M Series F in 2022$1.2B valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/livspace)

[Read reviews ⭐](https://www.glassdoor.com/Overview/Working-at-LivSpace-EI_IE1326799.11,19.htm)

[Check company site 📌](http://www.livspace.com/?utm_source=topstartups.io)

[View Jobs](https://www.livsp",$180M,E-Commerce,"Bangalore, India",5000,http://www.livspace.com/,,,,topstartups.io,
OpenSea,"The largest decentralized marketplace for cryptogoods


E-CommerceMarketplacesCrypto

**Quick facts:**

📍HQ: New York, New York, USA


201-500 employeesFounded: 2017

**Funding:**

Andreessen HorowitzFounders Fund$300M Series C in 2022$13.3B valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/opensea-io)

[Check company site 📌](http://opensea.io/?utm_source=topstartups.io)

[View Jobs](https://jobs.ashbyhq.com/OpenSea?utm_source=topstartups.io)

[![BlueStone.com star",$300M,E-Commerce,"New York, New York, USA",500,http://opensea.io/,,,,topstartups.io,
BlueStone.com,"Bluestone is an online retailer where users can purchase a variety of jewelry.


E-CommerceJewelry

**Quick facts:**

📍HQ: Bangalore, India


201-500 employeesFounded: 2011

**Funding:**

Accel$30M Series E in 2022$410M valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/bluestone-com)

[Read reviews ⭐](https://www.glassdoor.com/Reviews/Bluestone-com-Reviews-E924070.htm)

[Check company site 📌](http://www.bluestone.com/?utm_source=topstartups.io)

[View Jobs](https:/",$30M,E-Commerce,"Bangalore, India",500,http://www.bluestone.com/,,,,topstartups.io,
Quince,"Quince is an online retail company that democratizes luxury goods.


E-Commerce

**Quick facts:**

📍HQ: San Francisco Bay Area, California, USA


51-100 employeesFounded: 2018

**Funding:**

Founders Fund$50M Series A in 2021

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/onequince/)

[Check company site 📌](https://www.onequince.com/?utm_source=topstartups.io)

[View Jobs](https://jobs.lever.co/quince?utm_source=topstartups.io)

[![MyGlamm startup company logo](https:",$50M,E-Commerce,"San Francisco Bay Area, California, USA",100,https://www.onequince.com/,,,,topstartups.io,
MyGlamm,"MyGlamm is a direct-to-consumer beauty brand that offers online beauty products marketplace.


E-CommerceMarketplacesBeauty

**Quick facts:**

📍HQ: Mumbai, India


201-500 employeesFounded: 2015

**Funding:**

Bessemer$150M Series D in 2021$1.2B valuation

**Take action:**

[See who works here 🤝](https://linkedin.com/company/myglamm)

[Read reviews ⭐](https://www.glassdoor.com/Reviews/MyGlamm-Reviews-E1375928.htm)

[Check company site 📌](http://www.myglamm.com/?utm_source=topstartups.io)

[View ",$150M,E-Commerce,"Mumbai, India",500,http://www.myglamm.com/,,,,topstartups.io,
Kitchenful,"Kitchenful offers personalized recommendations of recipes, and gets you ingredients delivered from your local supermarket.


E-CommerceDeliveryGroceries

**Quick facts:**

📍HQ: Berlin, Germany


11-50 employeesFounded: 2019

**Funding:**

Y Combinator$2M Series A in 2021

**Take action:**

[See who works here 🤝](https://linkedin.com/company/kitchenful)

[Check company site 📌](http://www.kitchenful.com/?utm_source=topstartups.io)",$2M,E-Commerce,"Berlin, Germany",50,http://www.kitchenful.com/,,,,topstartups.io,
Blossom,"Building AI Copilots & Agents for Psychiatry. Come make mental healthcare affordable, accessible, and clinically-effective for every American.


Artificial Intelligence Healthcare

**Quick facts:**

📍HQ: New York, New York, USA


1-10 employeesFounded: 2024

**Funding:**

Headline Village Global Operator Partners Correlation Ventures Founder of General Catalyst$20M Series A in 2025

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/join-blossom-health)

[Read reviews ⭐](h",$20M,"Healthcare, Artificial Intelligence","New York, New York, USA",10,https://joinblossomhealth.com/,,,,topstartups.io,
Ambience Healthcare,"AI operating system used for documentation, coding, and clinical workflows


Artificial Intelligence Healthcare

**Quick facts:**

📍HQ: San Francisco Bay Area, California, USA


101-200 employeesFounded: 2020

**Funding:**

Andreessen Horowitz$243M Series C in 2025

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/ambiencehealthcare)

[Check company site 📌](https://www.ambiencehealthcare.com/?utm_source=topstartups.io)

[View Jobs](https://jobs.ashbyhq.com/ambiencehealth",$243M,"Healthcare, Artificial Intelligence","San Francisco Bay Area, California, USA",200,https://www.ambiencehealthcare.com/,,,,topstartups.io,
Tennr,"AI automation platform for medical documents


Artificial Intelligence Healthcare

**Quick facts:**

📍HQ: New York, New York, USA


101-200 employeesFounded: 2021

**Funding:**

Andreessen Horowitz$101M Series C in 2025

**Take action:**

[See who works here 🤝](https://www.linkedin.com/company/tennrai)

[Check company site 📌](https://www.tennr.com/?utm_source=topstartups.io)

[View Jobs](https://jobs.ashbyhq.com/tennr?utm_source=topstartups.io)

[![Vivodyne startup company logo](https://images.c",$101M,"Healthcare, Artificial Intelligence","New York, New York, USA",200,https://www.tennr.com/,,,,topstartups.io,
